id,renabap_id,barrio,municipio,provincia,tipo_unidad_ejecutora,tipo_proyecto,nombre_proyecto,tipo_de_financiamiento,estado,monto_total,fecha_acta_de_inicio,porcentaje_afi
889,4310/4311,Tobares/ Don Pedro,Baradero,Buenos Aires,Municipio,POT,"Intra de Agua, cloaca ",FISU,6. Pagado,83315286.69,,
935,13.5.1,Barrio Malvinas ,Montecarlo,Misiones,Municipio,LOTES,PROYECTO DE LOTES CON SERVICIOS EN MONTECARLO - BARRIO MALVINAS,FISU,6. Pagado,409502139.01,,
956,891,San Damián,Hurlingham,Buenos Aires,Organización,POT,Obras de Integración Socio Urbana,FISU,6. Pagado,114455481.36,,
966,381,Hijos de Sarmiento,La Matanza,Buenos Aires,Organización,POT,EC,FISU,6. Pagado,142561395.08,,
969,1153,Sagrada Familia,Tigre,Buenos Aires,Organización,POT,Obra de equipamiento comunitario y playon deportivo,FISU,6. Pagado,126603038.14,,
978,928,Veintitrés de Diciembre,Moreno,Buenos Aires,Organización,POT,"Obras de conexiones e instalaciones intra lote eléctricas, red peatonal y arbolado públicol",FISU,6. Pagado,68586987.02,,
993,1411/4759,Matadero,Olavarría,Buenos Aires,Organización,POT,"Obras de intraconexion de agua, electrica, red peatonal y playon",FISU,6. Pagado,32466943.19,,
1001,1126/1414,Mataderos/El Progreso,San Vicente/Almirante Brown,Buenos Aires,Organización,POT,Obras de conexiones domiciliarias e instalaciones intra-lote de electricidad y cloaca,FISU,6. Pagado,154160745.2,,
1022,2578,Barrio Obrero,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Organización,POT,Obras de equipamiento comunitario,FISU,6. Pagado,38160164.49,,
1043,326,Santa Isabel,Brandsen,Buenos Aires,Organización,POT,"Obras de conexiones e instalaciones intra lote a la red eléctrica, red peatonal, arbolado público y equipamiento urbano",FISU,6. Pagado,115914183.94,,
1061,423,El Garrote,Tigre,Buenos Aires,Organización,POT,"Obras de conexiones e instalaciones
intra lote de agua y electricidad",FISU,6. Pagado,70394485.03,,
1090,806,Las Lomas,Presidente Perón,Buenos Aires,Municipio,POT,Construcción de Plaza Recreativa,FISU,6. Pagado,71800259.62,,
1108,462,Villa Bote,Escobar,Buenos Aires,Organización,POT,Obras de conexiones e instalaciones intra lote a la red electrica y espacio recreativo,FISU,6. Pagado,79261658.94,,
1124,1.55.1,El Martillo,General Pueyrredón,Buenos Aires,SISU,LOTES (Adq.),Adquisición de tierra privada,FISU,6. Pagado,177232343.21,,
1142,1168,Diecisiete de Noviembre,Lomas de Zamora,Buenos Aires,Organización,POT,Obras de ecopunto,FISU,6. Pagado,123361404.57,,
1191,1511,Hernández,Pergamino,Buenos Aires,Organización,POT,Obras de Red Peatonal,FISU,6. Pagado,60373004.67,,
1223,2421,Barrio Jardín/ Verdes soles,Corrientes,Corrientes,Organización,POT,"Obras de conexiones domiciliarias e instalaciones intra lote
eléctricas, red peatonal, arbolado público y equipamiento urbano.",FISU,6. Pagado,47268522.33,,
1243,3529,Bosco 2,Santiago Del Estero,Santiago del Estero,Organización,POT,Obras de conexiones e instalaciones intra lote eléctricas,FISU,6. Pagado,76929957.57,,
1249,4282/608,Movediza I y II,Tandil,Buenos Aires,Organización,POT,"intra eléctrica, agua y cloacas",FISU,6. Pagado,190817452.25,,
1252,4510,San Gabriel,San Miguel De Tucumán,Tucumán,Organización,POT,Obra intra conexión eléctrica y veredas,FISU,6. Pagado,137470128.28,,
1261,822,Parque Hermoso,General Pueyrredón,Buenos Aires,Organización,POT,"Obras de conexiones e instalaciones intra lote de electricidad, red peatonal y arbolado público",FISU,6. Pagado,73265914.66,,
1262,87/ 1075 / 84,La Cantera/ La Esperanza y 90 y 19,La Plata,Buenos Aires,Organización,POT,Obras de intraconexión eléctrica y Red Peatonal,FISU,6. Pagado,110863365.93,,
1285,1824,Barrio Alvear,Rosario,Santa Fe,Organización,POT,Obra de equipamiento comunitario,FISU,6. Pagado,44224880.27,,
1296,1887,Granaderos,Fray Luis Beltrán,Santa Fe,Organización,POT,"Obras de red peatonal, arbolado público, equipamiento urbano y espacio recreativo",FISU,6. Pagado,128929777.83,,
1299,3017,Alto Verde,Santa Fe,Santa Fe,Organización,POT,Obras de intra eléctrica y red peatonal,FISU,6. Pagado,115311233.95,,
1308,1516,Altafini,General San Martín,Buenos Aires,Organización,POT,"Obras de intra de agua, cloacas y eléctricas",FISU,6. Pagado,44340024.42,,
1310,3429,Sueño de María,Las Heras,Mendoza,Organización,POT,"Obras de conexiones e instalaciones intra lote de electricidad, red peatonal y arbolado público",FISU,6. Pagado,95634049.91,,
1311,180,Las Flores,Vicente López,Buenos Aires,Organización,POT,Obra de Infraestructura eléctrica,FISU,6. Pagado,48003900.28,,
1316,1561,La Carcova,General San Martín,Buenos Aires,Organización,POT,Obras de equipamiento,FISU,6. Pagado,94280308.17,,
1323,2537,Diez de Enero,Cipolletti,Río Negro,Organización,POT,Obras de equipamiento,FISU,6. Pagado,39984747.67,,
1506,5.1.9,Capital I,Capital,Córdoba,SISU,LOTES (Adq.),Adquisición de tierra privada,FISU,6. Pagado,74642204.43,,
1511,6.6.1,Monte Caseros ID 2,Monte Caseros,Corrientes,Organización,LOTES,Adquisición de tierra privada y desarrollo de infraestructura para lotes con servicios,FISU,6. Pagado,79516586.25,,
1513,1.118.1,San Nicolás ID 193,San Nicolás,Buenos Aires,Organización,LOTES,Adquisición de tierra privada y desarrollo de infraestructura para lotes con servicios,FISU,6. Pagado,179249253.75,,
1514,17.2.2,Pocito ID 437,Pocito,San Juan,Organización,LOTES,Adquisición de tierra privada y desarrollo de infraestructura para lotes con servicios,FISU,6. Pagado,51214072.5,,
1515,1.55.12,Mar del Plata ID 405,General Pueyrredón,Buenos Aires,Organización,LOTES,Adquisición de tierra privada y desarrollo de infraestructura para lotes con servicios,FISU,6. Pagado,121296487.5,,
1516,1.66.17,Virrey del Pino ID 459,La Matanza,Buenos Aires,Organización,LOTES,Adquisición de tierra privada y desarrollo de infraestructura para lotes con servicios,FISU,6. Pagado,64691460.0,,
1517,1.1.14,Villa Elisa - La Plata ID 379,La Plata,Buenos Aires,Organización,LOTES,Adquisición de tierra privada y desarrollo de infraestructura para lotes con servicios,FISU,6. Pagado,105123622.5,,
1518,17.1.2,Rawson ID 394,Rawson,San Juan,Organización,LOTES,Adquisición de tierra privada y desarrollo de infraestructura para lotes con servicios,FISU,6. Pagado,62746488.0,,
1522,1.83.6,"Merlo, Mariano Acosta ID 391 ",Merlo,Buenos Aires,Organización,LOTES,Adquisición de tierra privada y desarrollo de infraestructura para lotes con servicios,FISU,6. Pagado,111785856.3,,
1523,1.18.3,Brandsen ID 85 ,Brandsen,Buenos Aires,Organización,LOTES,Adquisición de tierra privada y desarrollo de infraestructura para lotes con servicios,FISU,6. Pagado,349064336.25,,
1524,6.4.2,Paso de los libres ID 323,Paso de los Libres,Corrientes,Organización,LOTES,Adquisición de tierra privada y desarrollo de infraestructura para lotes con servicios,FISU,6. Pagado,182661998.4,,
1528,3072,San Martín,Formosa,Formosa,Municipio,POT,Equipamiento Recreativo: Plazoleta,FISU,6. Pagado,18537430.69,,
1563,3533/3538,Moreira 3/Moreira 4,Trelew,Chubut,Coop. de servicios,POT,"Equipamiento comunitario SUM, Playa y Playon y centro de salud",FISU,6. Pagado,365146691.78,,
1577,177,Ceamse,Hurlingham,Buenos Aires,Organización,POT,Obra de perforación de agua y conexiones intra lote de agua,FISU,6. Pagado,26583509.47,,
1593,4576,Roca,Hurlingham,Buenos Aires,Organización,POT,"Obras de Equipamiento Comunitario, Espacio Verde y Red Peatonal",FISU,6. Pagado,25023315.81,,
1600,1.120.4,San Vicente ID 376,San Vicente,Buenos Aires,Organización,LOTES,Adquisición de tierra privada y desarrollo de infraestructura para lotes con servicios,FISU,6. Pagado,196605662.4,,
1601,13.1.9,Posadas ID 152,Posadas,Misiones,Organización,LOTES,Adquisición de tierra privada y desarrollo de infraestructura para lotes con servicios,FISU,6. Pagado,43623748.8,,
1602,1.55.7,Mar del Plata ID 145,General Pueyrredón,Buenos Aires,Organización,LOTES,Adquisición de tierra privada y desarrollo de infraestructura para lotes con servicios,FISU,6. Pagado,87247497.6,,
1603,21.2.1,Santiago del Estero ID 414 ,La Banda,Santiago del Estero,Organización,LOTES,Adquisición de tierra privada y desarrollo de infraestructura para lotes con servicios,FISU,6. Pagado,46350233.1,,
1604,1.136.1,Tigre ID 185,Islas Tigre,Buenos Aires,Organización,LOTES,Adquisición de tierra privada y desarrollo de infraestructura para lotes con servicios,FISU,6. Pagado,182674448.1,,
1627,281,Un Techo Para Todos,La Matanza,Buenos Aires,Organización,POT,"Obras de equipamiento comunitario, red peatonal y equipamiento urbano",FISU,6. Pagado,248286302.61,,
1657,15.2.2,General Roca ID 292,General Roca,Río Negro,Organización,LOTES,Adquisición de tierra privada y desarrollo de infraestructura para lotes con servicios,FISU,6. Pagado,65853510.3,,
1658,1.97.4,Pilar ID 468,Pilar,Buenos Aires,Organización,LOTES,Adquisición de tierra privada y desarrollo de infraestructura para lotes con servicios,FISU,6. Pagado,1199679165.9,,
1659,15.2.4,Fiske Menuco ID 509,General Roca,Río Negro,Organización,LOTES,Adquisición de tierra privada y desarrollo de infraestructura para lotes con servicios,FISU,6. Pagado,171791766.0,,
1678,20.4.2,Reconquista CNCT ID 76,General Obligado,Santa Fe,Organización,LOTES,Adquisición de tierra privada y desarrollo de infraestructura para lotes con servicios,FISU,6. Pagado,102794236.65,,
1679,1.86.6,Moreno ID 334,Moreno,Buenos Aires,Organización,LOTES,Adquisición de tierra privada y desarrollo de infraestructura para lotes con servicios,FISU,6. Pagado,255169051.2,,
1680,15.2.3,General Fernandez Oro ID 461,General Roca,Río Negro,Organización,LOTES,Adquisición de tierra privada y desarrollo de infraestructura para lotes con servicios,FISU,6. Pagado,393547466.7,,
1683,72,Ocho de Diciembre,Lomas de Zamora,Buenos Aires,Organización,POT,Centro verde,FISU,6. Pagado,149845580.8,,
1712,1.14.2,Berazategui ID 469,Berazategui,Buenos Aires,Organización,LOTES,Adquisición de tierra privada y desarrollo de infraestructura para lotes con servicios,FISU,6. Pagado,261982443.15,,
1714,3.7.1,Tres Isletas ID 197,Maipú,Chaco,Organización,LOTES,Adquisición de tierra privada y desarrollo de infraestructura para lotes con servicios,FISU,6. Pagado,134645971.95,,
1722,20.1.8,Santa Fe ID 396,La Capital,Santa Fe,Organización,LOTES,Adquisición de tierra privada y desarrollo de infraestructura para lotes con servicios,FISU,6. Pagado,218330623.8,,
1723,5.1.16,Cordoba Capital ID 419,Córdoba,Córdoba,Organización,LOTES,Adquisición de tierra privada y desarrollo de infraestructura para lotes con servicios,FISU,6. Pagado,240310216.8,,
1724,1.20.2,Cañuelas ID 498,Cañuelas,Buenos Aires,Organización,LOTES,Adquisición de tierra privada y desarrollo de infraestructura para lotes con servicios,FISU,6. Pagado,761959224.0,,
1750,1.83.9,Merlo ID 503,Merlo,Buenos Aires,Organización,LOTES,Adquisición de tierra privada y desarrollo de infraestructura para lotes con servicios,FISU,6. Pagado,142935710.4,,
1751,1.1.19,La Plata ID 545,La Plata,Buenos Aires,Organización,LOTES,Adquisición de tierra privada y desarrollo de infraestructura para lotes con servicios,FISU,6. Pagado,148891365.0,,
1775,1.1.23,Altos de San Lorenzo ID 547,La Plata,Buenos Aires,Organización,LOTES,Adquisición de tierra privada y desarrollo de infraestructura para lotes con servicios,FISU,6. Pagado,396341249.85,,
1776,1.86.7,Moreno Cuartel V ID 564,Moreno,Buenos Aires,Organización,LOTES,Adquisición de tierra privada y desarrollo de infraestructura para lotes con servicios,FISU,6. Pagado,167277105.45,,
1777,20.1.12,Recreo ID 552,La Capital,Santa Fe,Organización,LOTES,Adquisición de tierra privada y desarrollo de infraestructura para lotes con servicios,FISU,6. Pagado,204952129.2,,
1876,1.40.5,Zárate ID 563,Zárate,Buenos Aires,Organización,LOTES,Adquisición de tierra privada y desarrollo de infraestructura para lotes con servicios,FISU,6. Pagado,361389891.6,,
1923,8.1.1,Formosa ID 392,Formosa,Formosa,Organización,LOTES,Adquisición de tierra privada y desarrollo de infraestructura para lotes con servicios,FISU,6. Pagado,407196096.3,,
42,547,Santa Teresita II,Berisso,Buenos Aires,Municipio,POT,Obras de integración socio urbanas”,FISU,5. En proceso de contratación,349562269.13,,
43,4647,B° Eva Perón (168 Viviendas),Merlo,Buenos Aires,Municipio,POT,Obras de Integración socio urbana,FISU,5. En proceso de contratación,394823066.81,,
46,1272,Kilómetro 13,Quilmes,Buenos Aires,Municipio,POT,Obras de Equipamiento Urbano,FISU,5. En proceso de contratación,40926012.06,,
110,938,Los Pilares,Florencio Varela,Buenos Aires,Municipio,POT,Obras de Infraestructura básica y urbana,FISU,5. En proceso de contratación,183569968.63,,
113,424,La Terminal,Necochea,Buenos Aires,Municipio,POT,Obras de Infraestructura básica en el Barrio “La Terminal”,FISU,5. En proceso de contratación,208860314.66,,
117,4201,Colombo,Ushuaia,Tierra del Fuego,Provincia,POT,"Integración Socio - Urbana, B° Colombo - Ushuaia.",FISU,5. En proceso de contratación,170934862.98,,
125,225,Alvear,Malvinas Argentinas,Buenos Aires,Municipio,POT,Proyecto: Calles Integradas I,FISU,5. En proceso de contratación,233803469.21,,
264,191,Las Chacritas,Esteban Echeverría,Buenos Aires,Municipio,PEG,Obras de Integración Socio Urbana,FISU,5. En proceso de contratación,668410644.75,,
285,4368/4367,Los Hornos│La Esperanza,25 De Mayo,La Pampa,Municipio,POT,“Extensión de red de suministro de agua”,FISU,5. En proceso de contratación,111630931.36,,
341,3203,El Tipal ,El Carmen,Jujuy,Provincia,POT,Red de agua potable con conexiones domiciliarias y desagües pluviales,FISU,5. En proceso de contratación,94583954.05,,
372,3462/3378/3481,Estación Pedregal/Pedro Varela/5 de Diciembre,Maipú,Mendoza,Municipio,POT,"Obras de urbanización. cordón, cuneta, banquina y red vial en los barrios 5 de Diciembre y Pedro Varela y red vial para el barrio Estación Pedregal",FISU,5. En proceso de contratación,394555525.21,,
374,3050,Primero de Diciembre,Capital,La Rioja,Provincia,POT,Equipamiento comunitario y Playón deportivo.,FISU,5. En proceso de contratación,98546185.43,,
386,652,Costa Blanca (Paloni),Bahía Blanca,Buenos Aires,Municipio,POT,Obras de Integracion Socio Urbana,FISU,5. En proceso de contratación,95682153.54,,
388,1323,Presidente Ibáñez,Morón,Buenos Aires,Municipio,POT,"“Equipamientos Comunitarios y Espacio Público Barrio Presidente Ibañez”
",FISU,5. En proceso de contratación,434000000.0,,
397,4538,Las Margaritas,General Alvarado,Buenos Aires,Municipio,POT,Obras de integración socio urbana,FISU,5. En proceso de contratación,123533581.41,,
409,3519,Sarmiento,La Banda,Santiago del Estero,Municipio,POT,Red de desagües pluviales y red cloacal,FISU,5. En proceso de contratación,314787408.31,,
412,3228,17 Hectáreas,San Salvador De Jujuy,Jujuy,Provincia,POT,Obras de integración Socio Urbana,FISU,5. En proceso de contratación,30283778.13,,
446,2934,Barrio Independencia,General San Martín,Buenos Aires,Municipio,POT,Obras de equipamiento comunitario y recreativo: Parque escuela independencia y parque lineal Diagonal Artigas,FISU,5. En proceso de contratación,291156400.54,,
460,1348,La Isla,La Matanza,Buenos Aires,Municipio,POT,Obras de conexiones domiciliarias de agua a red e instalaciones intra-lote de agua,FISU,5. En proceso de contratación,36639962.44,,
513,725,San Mariano,La Matanza,Buenos Aires,Municipio,POT,Obras de conexiones domiciliarias de agua a red e instalaciones intra-lote de agua,FISU,5. En proceso de contratación,93016549.34,,
545,480,Las Antenas,La Matanza,Buenos Aires,Municipio,POT,Obras de  instalaciones intra-lote de Agua y Cloaca,FISU,5. En proceso de contratación,62533375.19,,
551,555,Barrio Sarmiento,La Matanza,Buenos Aires,Municipio,POT,Obras de conexiones domiciliarias de agua a red e instalaciones intra-lote de agua y Alumbrado Público,FISU,5. En proceso de contratación,152572686.61,,
561,2101,Parcela 37,Tartagal,Salta,Provincia,POT,Cordón Cuneta,FISU,5. En proceso de contratación,294416723.64,,
627,2983,Varadero Sarsotti,Santa Fe,Santa Fe,Municipio,POT,"Equipamiento Comunitario, Alumbrado y Espacio Público",FISU,5. En proceso de contratación,202748954.57,,
629,2992,Veintinueve de Abril,Santa Fe,Santa Fe,Municipio,PEG,"Infraestructura Urbana, Saneamiento y Espacio Público.",FISU,5. En proceso de contratación,1114908301.13,,
636,1.66.2,San Justo Barrio Bermejo (AABE),La Matanza,Buenos Aires,Municipio,LOTES,PROYECTO DE LOTES CON SERVICIOS BARRIO BERMEJO - SAN JUSTO - LA MATANZA,FISU,5. En proceso de contratación,328669104.8,,
707,2755/2753,San Cristóbal/ Nueva Vida,San Miguel De Tucumán,Tucumán,Provincia,POT,"Red de gas, conexiones domiciliarias e intervencion intralote",FISU,5. En proceso de contratación,202548887.22,,
718,1320,Biocca,San Vicente,Buenos Aires,Provincia,POT,Proyecto Red de Agua Potable,FISU,5. En proceso de contratación,121270661.58000001,,
749,426,La Resistencia,Quilmes,Buenos Aires,Municipio,POT,Obras de Infraestructura Urbana Barrio La Resistencia,FISU,5. En proceso de contratación,704705259.98,,
764,1837,Nuevo Alberdi Oeste,Rosario,Santa Fe,Municipio,POT,Extensión de red de agua potable y conexiones domiciliarias,FISU,5. En proceso de contratación,145779983.35,,
767,1837,Nuevo Alberdi Oeste,Rosario,Santa Fe,Municipio,POT,Plaza aromática y playón deportivo,FISU,5. En proceso de contratación,53519534.47,,
768,1227,Villa Tranquila,Avellaneda,Buenos Aires,Municipio,POT," “PAVIMENTACIÓN, REPAVIMENTACIÓN, VEREDA,
RECONSTRUCCIÓN CONDUCTO PLUVIAL Y
READECUACIÓN DE ESTACIÓN DE BOMBEO
PLUVIAL CALLE D VILLA TRANQUILA - ETAPA 1”",FISU,5. En proceso de contratación,74357931.15,,
769,4297,Maldonado,Tres de Febrero,Buenos Aires,Municipio,POT,Obras de Extension de Red de Agua y Cloaca-,FISU,5. En proceso de contratación,57573322.91,,
778,12.1.6,Carril Viejo,Maipú,Mendoza,Municipio,LOTES,Lotes con servicios - B° Carril Viejo Etapa II,FISU,5. En proceso de contratación,57542141.18,,
796,1512,Santa María,Marcos Paz,Buenos Aires,Municipio,POT,Obras de Integración Socio Urbana,FISU,5. En proceso de contratación,383821108.07,,
802,2924,IAPI,Quilmes,Buenos Aires,Municipio,POT,Obras de veredas y arbolado,FISU,5. En proceso de contratación,78706737.93,,
815,1656,Villa Urquiza (La Favela),Córdoba Capital,Córdoba,Provincia,PEG,Obras de integración socio urbana,FISU,5. En proceso de contratación,199581979.5,,
822,15.2.1,Barrio Fiske Menuco,General Roca,Río Negro,Municipio,PEG,Proyecto integral y Lotes con Servicios en Barrio Fiske Menuco - General Roca ,FISU,5. En proceso de contratación,1153150907.35,,
862,3400/3401/3402,Valle Hermoso/Coronel Videla/Sin Nombre (Coronel Videla Oeste),San Carlos,Mendoza,Municipio,POT,"Urbanización, Red de Gas y Red de Agua",FISU,5. En proceso de contratación,274598192.27,,
863,1683,Las Delicias,Río Cuarto,Córdoba,Provincia,PEG,Obras de integración socio urbana,FISU,5. En proceso de contratación,922836915.33,,
877,1475,El Manzanar,Pilar,Buenos Aires,Municipio,POT,Cordón Cuneta y Veredas,FISU,5. En proceso de contratación,346242588.45,,
910,2736,Loteo Suxe,San Fernando Del Valle De Catamarca,Catamarca,Provincia,POT,Integración Socio- Urbana  Loteo Sussex,FISU,5. En proceso de contratación,236793009.12,,
914,4549,Ocho de Mayo,General San Martín,Buenos Aires,Municipio,POT,Plaza Mercedes Sosa y veredas aledañas ,FISU,5. En proceso de contratación,538219527.37,,
922,1.91.2,Lotes con Servicios Barrio Dorrego/Ch. 398,Olavarría,Buenos Aires,Municipio,LOTES,PROYECTO DE LOTES CON SERVICIOS EN OLAVARRÍA - BARRIO DORREGO,FISU,5. En proceso de contratación,191398137.51,,
929,1195,Santa Cecilia,Merlo,Buenos Aires,Municipio,POT,Obras de integración socio urbana,FISU,5. En proceso de contratación,43837696.82,,
930,1198,Samoré,Merlo,Buenos Aires,Municipio,POT,Obras de integración socio urbanas,FISU,5. En proceso de contratación,85841721.82,,
933,4574,Los Eucaliptus,Merlo,Buenos Aires,Municipio,POT,"Construcción de veredas, iluminación, colocación de mobiliario urbano y forestación en barrio Los Eucaliptos",FISU,5. En proceso de contratación,20400865.12,,
934,3757,El Progreso,Viedma,Río Negro,Municipio,POT,"Red electrica, arbolado y cestos de residuos",FISU,5. En proceso de contratación,31787628.75,,
937,1430/4242,Ciudad Oculta/Betharram,Almirante Brown,Buenos Aires,Municipio,POT,Obras de integración Urbana y Barrios Populares,FISU,5. En proceso de contratación,532705847.21,,
947,122,Inflamable,Avellaneda,Buenos Aires,Municipio,POT,PAVIMENTO SOBRE CAMPANA ENTRE GENOVA Y LARROQUE.,FISU,5. En proceso de contratación,38037240.39,,
951,1522,Villa Alegre,Escobar,Buenos Aires,Municipio,PEG,"Red vial, agua potable y desague pluvial",FISU,5. En proceso de contratación,446375153.7,,
1082,180,Las Flores,Vicente López,Buenos Aires,Municipio,POT,Obra de Infraestructura eléctrica,FISU,5. En proceso de contratación,41139856.73,,
1091,3117,80 Viviendas 2,Concordia,Entre Ríos,Municipio,POT,Infra de agua y cloaca,FISU,5. En proceso de contratación,102422503.59,,
1099,2146,Ampliación 20 de Junio,Salta Capital,Salta,Municipio,POT,Reacondicionamiento y Refuncionalización Plaza 25 de Mayo,FISU,5. En proceso de contratación,81358962.28,,
1113,4202,11 de Noviembre,Ushuaia,Tierra del Fuego,Provincia,POT,Instalaciones Intralote de gas,FISU,5. En proceso de contratación,35585404.02,,
1121,2135,Comunidad Mbooapi Karanday,Pichanal,Salta,Provincia,PEG,Proyecto de integración socio urbana,FISU,5. En proceso de contratación,1202849850.92,,
1126,430,Dos de Abril,General Pueyrredón,Buenos Aires,Municipio,POT,Obras de integración socio urbana,FISU,5. En proceso de contratación,298497007.94,,
1127,2762,Los Vázquez,San Miguel De Tucumán,Tucumán,Provincia,POT,Club social y deportivo “Los Vazquez,FISU,5. En proceso de contratación,88271898.55,,
1130,992,Isla Maciel,Avellaneda,Buenos Aires,Municipio,POT,Intervención urbana en pasillos Maciel,FISU,5. En proceso de contratación,124086993.82,,
1134,423,El Garrote,Tigre,Buenos Aires,Provincia,POT,Ampliación y mejoramiento de Centro de Integración Social,FISU,5. En proceso de contratación,63331967.67,,
1159,2648,Alun Ruca,San Carlos De Bariloche,Río Negro,Provincia,POT,Red eléctrica y alumbrado público,FISU,5. En proceso de contratación,243340253.11,,
1166,1785/1790/1802/1803/1818/1819/1903/1812,La Cava/La Tacuarita/Roca/Quinta/Libertad/Amistad/El Sol/Vía Honda 2/Vía Honda 2,Rosario,Santa Fe,Provincia,POT,Agua Potable - Barrio Toba,FISU,5. En proceso de contratación,282306429.89,,
1167,878,Hospital,Villarino,Buenos Aires,Municipio,POT,"Veredas, Cordón Cuneta, Pavimento, Red de Gas, Playón Deportivo con Equipamiento Urbano y Alumbrado Público

Alumbrado",FISU,5. En proceso de contratación,468105612.7,,
1169,4137,Ampliación Miguel Lillo,San Felipe y Santa Bárbara,Tucumán,Provincia,POT,"Obras de Red Peatonal, Arbolado público, Parquización y Equipamiento Urbano",FISU,5. En proceso de contratación,132290970.65,,
1170,1388,Villa Coll,San Vicente,Buenos Aires,Municipio,POT,Nueva Plaza Barrial,FISU,5. En proceso de contratación,43034347.26,,
1172,"3977/ 4039 
",Nueva Roma H/Nueva Roma B,Casilda,Santa Fe,Municipio,POT,Red de desagües pluviales y estabilizado,FISU,5. En proceso de contratación,577492526.25,,
1213,3373,San Francisco,Maipú,Mendoza,Municipio,POT,Obras Red Vial,FISU,5. En proceso de contratación,19392962.51,,
1267,4518,Frigorífico,Castelli,Buenos Aires,Municipio,PEG,"Entubado, vivienda nueva y núcleos Húmedos",FISU,5. En proceso de contratación,599255989.49,,
1355,3756,Barrio Obrero,El Bolsón,Río Negro,Provincia,POT,Red Eléctrica y alumrbado,FISU,5. En proceso de contratación,24369905.01,,
1356,4240,La Toma/Veintitrés de Septiembre,San Antonio Oeste,Río Negro,Provincia,POT,Red eléctrica y alumbrado público,FISU,5. En proceso de contratación,42450397.03,,
1362,4675,La Esperanza ,Abra Pampa,Jujuy,Municipio,POT,Obras de integración socio urbana,FISU,5. En proceso de contratación,579519628.58,,
1369,2761,San Miguel,San Miguel De Tucumán,Tucumán,Provincia,POT,Extensión de red de gas y conexiones domiciliarias e intervenciones intralote,FISU,5. En proceso de contratación,309654812.97,,
1370,2537,Diez de Enero,Cipolletti,Río Negro,Provincia,POT,Red electrica y alumbrado público,FISU,5. En proceso de contratación,48538232.27,,
1379,2745,ATE,San Miguel De Tucumán,Tucumán,Provincia,POT,"Obras de Red Peatonal, Arbolado público, Parquización y Equipamiento Urbano. ",FISU,5. En proceso de contratación,114569986.93,,
1382,2510,Dos de Agosto,Cipolletti,Río Negro,Provincia,POT,Red eléctrica y alumbrado público,FISU,5. En proceso de contratación,228919961.72,,
1424,2507/2059/2521/2538/2547/4314/4320/4322/4480/ 4833/4834/4835 ,Alameda/Cuatro de Agosto/Dos de Febrero/Diez de Febrero/Nueva Esperanza/Las Cabañitas/Las Hortensias/Fuerte Apache/Juevntud y desarrollo/Actia/Barrio Obrero A/Barrio Obrero B,Cipolletti,Río Negro,Provincia,POT,Red de agua potable,FISU,5. En proceso de contratación,748592582.5,,
1425,1517,Agrocolonias,Presidente Perón,Buenos Aires,Municipio,POT,Red de alumbrado público,FISU,5. En proceso de contratación,206381521.64,,
1428,3046,Loteo San Andrés,Capital,La Rioja,Municipio,POT,"Ejecución de cordón cuneta e Intervención Espacio Recreativo
y Deportivo Plaza Santa Laura Montoya",FISU,5. En proceso de contratación,155000428.81,,
1432,2503,Ampliación Chacramonte,General Roca,Río Negro,Municipio,POT,Desagues pluviales,FISU,5. En proceso de contratación,429431992.8,,
1457,625,Costa Esperanza,General San Martín,Buenos Aires,Municipio,POT,Espacio público Zanjón Güemes,FISU,5. En proceso de contratación,225384806.4,,
1470,5691,Picada III,San Patricio del Chañar,Neuquén,Municipio,POT,Red eléctrica,FISU,5. En proceso de contratación,58838885.29,,
1531,4201,Colombo,Ushuaia,Tierra del Fuego,Provincia,POT,Instalaciones intra lotes de gas,FISU,5. En proceso de contratación,80441895.92,,
1535,1227,Villa Tranquila,Avellaneda,Buenos Aires,Municipio,POT,Desague Pluvial Tellier,FISU,5. En proceso de contratación,47567287.0,,
1536,2960/4208,Quinta 52/Itatí,Ushuaia,Tierra del Fuego,Provincia,POT,Obras de c.d e intras de gas,FISU,5. En proceso de contratación,69473502.02,,
1556,3057,Laura Vicuña,Formosa,Formosa,Municipio,POT,Equipamiento recreativo - playón polideportivo,FISU,5. En proceso de contratación,64090088.37,,
1564,1235/1533,Amancay/Amancay II,Escobar,Buenos Aires,Municipio,POT,"Obra de Módulo de transferencia, erradicación de basurales,
cicatrización y espacios recreativos, y equipamiento urbano.",FISU,5. En proceso de contratación,132045108.86,,
1686,1.92.1,Carmen de Patagones,Carmen de Patagones,Buenos Aires,Municipio,LOTES,Lotes con servicios en Carmen de Patagones - Barrio Chacra 183,FISU,5. En proceso de contratación,630748580.78,,
1695,3233-3232,Mirador 2 / El Mirador Bis,San Salvador De Jujuy,Jujuy,Provincia,POT,Obras de integración socio urbana,FISU,5. En proceso de contratación,223513746.02,,
420,101/1289/192,Libertad/Ciudad Jardin Santa Catalina/Malvinas,Lomas de Zamora,Buenos Aires,Organización,POT,Obras de conexiones domiciliarias de agua a red e instalaciones intra-lote de agua,FISU,4. Firmado,33849988.13,,
